id,username,created_at,lng,lat,text
1517179236196372481,TheVeganWaifu,Thu Apr 21 16:31:32 +0000 2022,-118.4119065,34.0207895,@ShanaAgain @GamingGrayce Happy birthday @GamingGrayce 💜💜
1517179237299474436,markiesmyname,Thu Apr 21 16:31:32 +0000 2022,-118.4119065,34.0207895,always &amp; forever
1517179237245071361,teegankrol,Thu Apr 21 16:31:32 +0000 2022,-98.319925,38.498196,Stud @shawn_marquis8
1517179237899374592,TheEnglishman84,Thu Apr 21 16:31:32 +0000 2022,-79.861034,35.1704985,#HaloTheSeries John -117?  More like John Wick-117!!  Wow!!!  @schreiber_pablo put a hurtin on those Covenant.  Epi… https://t.co/udXcbOTh4x
1517179238788521987,dathom52,Thu Apr 21 16:31:33 +0000 2022,-85.4804965,38.261642,@hmacey @BTrent_OTW Great points
1517179240000675845,1liltt,Thu Apr 21 16:31:33 +0000 2022,-84.3552075,33.6178565,omg 😳😳😳😳 they leaked some rylo and im on the second song stopping rn cause i cant take this greatness it bad for my heart
1517179239849611266,tmj_gta_itqa,Thu Apr 21 16:31:33 +0000 2022,-79.585324,43.6902664,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Associate… https://t.co/rviZJQ7Qyy"
1517179240088846339,Partinaire1,Thu Apr 21 16:31:33 +0000 2022,-77.07961900000001,39.090427,@emezie SNK gave us a couple… I gotta think pretty hard tbh but I know they have. Kukri and Delores are pretty rece… https://t.co/a009kqahEv
1517179240323727362,WilliamRich2012,Thu Apr 21 16:31:33 +0000 2022,-121.959531,37.813777,@1980Dorothy How very exciting for you! My 2nd daughter had her first child six months ago and it has been a marvel… https://t.co/5sEMn6dwEz
1517179240927547397,tmj_cao_acct,Thu Apr 21 16:31:33 +0000 2022,-117.2611527,34.0483474,"Don't submit then quit. Apply for jobs like ""Contracts Manager"" at Loma Linda University Health, then look for peop… https://t.co/Z5CkFLx9Mp"
1517179241045147649,UscRaider,Thu Apr 21 16:31:33 +0000 2022,-80.89735,35.002213499999996,@X3Finance @ReverDeFI @ProphetCryptos You ok bro? That definitely is not the case. Might want to check the project.
1517179241154199558,gr088050,Thu Apr 21 16:31:33 +0000 2022,-100.27047400000001,25.736714999999997,What a beautiful bunch of handsome young men! Definitely these boys are better made than the rest 🤣🤣🤣#HYUNJIN 스트레… https://t.co/gz2HP2dFmb
1517179241783185419,dana_buice,Thu Apr 21 16:31:33 +0000 2022,-117.195735,34.120005000000006,Throw him a duece every time he flys by!
1517179241913208834,olasis,Thu Apr 21 16:31:33 +0000 2022,-117.104989,32.810012,@justex07 Now it looks like Pharaoh!  Lol.  Thinking this is all mine.
1517179241955270657,MiekBrzy92,Thu Apr 21 16:31:33 +0000 2022,-84.433106,33.7671945,@Bruh_Of_Steel I'm really tired of the culture war shit lol
1517179243007922176,sifr_mars,Thu Apr 21 16:31:34 +0000 2022,-118.4119065,34.0207895,Snack wraps 1000%
1517179243423158277,tmj_hsv_pharm,Thu Apr 21 16:31:34 +0000 2022,-87.2738492,34.4849193,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Pharmacy… https://t.co/Fzgko3bs00"
1517179243599319045,chrislongview,Thu Apr 21 16:31:34 +0000 2022,-82.44269399999999,27.9965945,lazy and entitled.
1517179244761264129,YesLawd100,Thu Apr 21 16:31:34 +0000 2022,-98.5406515,29.417501,Let a man do this to his ex.. twitter gone tear him up
1517179244832567297,MickeyAllen,Thu Apr 21 16:31:34 +0000 2022,-73.9685415,40.780709,i’d like to apologize for how zooted i was at metro last night
1517179244492869634,teezech,Thu Apr 21 16:31:34 +0000 2022,-98.1232495,29.705614,This big boy is a whole 8 years old today. We love him so very much and he will for sure be getting a pup cake late… https://t.co/tGJaemkWpH
1517179247672057860,mike_frank619,Thu Apr 21 16:31:35 +0000 2022,-83.099288,42.3527865,Me &amp; who? But on my balls
1517179247793741831,squeezzus,Thu Apr 21 16:31:35 +0000 2022,-83.645809,41.3870895,@__mvddie Cause why is everybody in our business? My Lil changing glasses go crazy
1517179247730778113,LostDogSouth,Thu Apr 21 16:31:35 +0000 2022,-77.101999,38.8808445,Are you ready?? It's Thursday Trivia tonight at 7pm! Free to play! Bring your friends and come home a winner! https://t.co/xnBjPDCvkk
1517179247634239492,NCSP_UCLA,Thu Apr 21 16:31:35 +0000 2022,-118.4119065,34.0207895,First-year @NationalCSP fellows teaming up with @DOM_UCLA residents to improve ambulatory pt access to care! Learni… https://t.co/Xhu2h3i6Vb
1517179250301972480,MatttCronin,Thu Apr 21 16:31:35 +0000 2022,-80.1226195,26.721896,@zck Should call it ZaQuibi
1517179247890157569,BackyrdAstroGuy,Thu Apr 21 16:31:35 +0000 2022,-75.3671965,40.6252755,"Back on November 11, 2019, I captured the planet Mercury transiting in front of our Sun using a special solar filte… https://t.co/QYI6WApow6"
1517179251262312449,lindam_v,Thu Apr 21 16:31:35 +0000 2022,-121.469664,38.561722,@DoctoraSiria @TeachersCollege Thank you sis! I see all of that in you too. This is why we have sharp edges 🥹 but t… https://t.co/m09Uevixys
1517179251367292937,NyyFanSince97,Thu Apr 21 16:31:36 +0000 2022,-73.8494415,40.8503475,@OllieNYankees Same
1517179253024071684,mztanks1,Thu Apr 21 16:31:36 +0000 2022,-81.69794083,41.50607053,"I'm at Jim Brown Statue by David Deming - @browns in Cleveland, OH https://t.co/qZi3Sa4Q4x"
1517179253506330628,_beachyybae,Thu Apr 21 16:31:36 +0000 2022,-95.44648649999999,29.838495,AH is a pos #JusticeForJohnnyDepp
1517179253032308745,ArcimotoFellow,Thu Apr 21 16:31:36 +0000 2022,-123.113648,44.082377,Today's advice from Begin It Now. Good ol' Earl Nightingale ✌️❤️😎🐕 https://t.co/OUHNJAeWSK
1517179254370455554,1qban,Thu Apr 21 16:31:36 +0000 2022,-95.658066,29.700397000000002,@0x8sd @exchgART @heretherenft As long as everything is moving 🙏🏼
1517179254806560768,TreezTheDon717,Thu Apr 21 16:31:36 +0000 2022,-77.60468399999999,41.1179365,Loner 🚶🏿‍♂️
1517179255955894274,JasonTelmo,Thu Apr 21 16:31:37 +0000 2022,-111.94523591,33.45635092,Hole-In-The-Rock Park. ⛰⛰⛰#HoleInTheRock#NaturalWonder#Nature#Arizona#Outdoors#Family#FamilyBonding… https://t.co/IAqMLLTopm
1517179257683857410,CursedtoFirst,Thu Apr 21 16:31:37 +0000 2022,-71.326858,42.636248,@FarinellaMark @BFoley82 And all stem from ownerships general indifference toward fans' experience of the game. I d… https://t.co/zx2y7ufIso
1517179257843294210,Ladybug4747,Thu Apr 21 16:31:37 +0000 2022,-82.961163,34.694002,@VitaeArcanum @RavenBrood81 Good question
1517179259537674240,negabyte35,Thu Apr 21 16:31:37 +0000 2022,-122.2471045,47.751546000000005,@Shadesogrey Wordle 306 5/6*⬛⬛🟩⬛🟩⬛⬛🟩⬛🟩⬛⬛🟩⬛🟩⬛⬛🟩⬛🟩🟩🟩🟩🟩🟩
1517179259697176583,PinellasCo911,Thu Apr 21 16:31:37 +0000 2022,-82.70234433,27.82559782,Alert: FIRE ALARM @ 6000 49 ST N Tac: C Sent: T33 E19
1517179260036796432,idontknowsiss,Thu Apr 21 16:31:38 +0000 2022,-117.60378299999999,34.0451585,worst anxiety of my life. like all i want to do is fucking CRY.
1517179260544372736,abobbination,Thu Apr 21 16:31:38 +0000 2022,-83.804475,27.698681999999998,@DualityofHan Your soul is worth it 👌
1517179260905172995,yeahrightmann,Thu Apr 21 16:31:38 +0000 2022,-87.732013,41.8335845,Netflix's biggest show right now is one of the twistiest crime dramas yethttps://t.co/An5x7FT4PK
1517179261873901573,heatherfink,Thu Apr 21 16:31:38 +0000 2022,-118.4119065,34.0207895,"It is beyond suspicious that Elon Musk wants to buy Twitter this badly, especially before upcoming elections.His… https://t.co/qfR3Q77ZUj"
1517179262544924672,luketyreephoto,Thu Apr 21 16:31:38 +0000 2022,-120.664965,35.274809000000005,@JFireeater Gm gm ☕️☕️ Never a bad time for a @bay_photography original 🤩
1517179262343725060,JJDevaney,Thu Apr 21 16:31:38 +0000 2022,-73.9487755,40.655138,Villa in a non life threatening tail spin right now that Gerrard could desperately do with stopping.
1517179264658919428,_HALLUCIN8x,Thu Apr 21 16:31:39 +0000 2022,-115.133373,36.24912449999999,I’ll really lose my mind if someone steps on my shoes 😅
1517179264881373187,dearlyIconic,Thu Apr 21 16:31:39 +0000 2022,-82.239422,34.938684499999994,@AWoobleyDoobley Happy this solar orbits anniversary of your spawn
1517179265019781120,Sloppy_Penguin,Thu Apr 21 16:31:39 +0000 2022,-96.7617535,32.819858499999995,NASA exists to prototype shit that would disrupt current current monopolies
1517179265393037317,make_bg,Thu Apr 21 16:31:39 +0000 2022,-73.9685415,40.780709,"@westsideco_org @bradhoylman @RepJerryNadler @savetheuws Yeah right, all the leftist elites who live on the UWS wil… https://t.co/wXJyAJtYAq"
1517179266567327747,msjaniceparra,Thu Apr 21 16:31:39 +0000 2022,-118.4119065,34.0207895,@YouTubeCreators haha so true! 🙈 the first one was such an investment financially
1517179267074957313,CarlaBlack68,Thu Apr 21 16:31:39 +0000 2022,-86.441236,39.766555499999996,@slater_jona Lighter. I miss those damn things.
1517179269784428545,GoodOlUncleOtis,Thu Apr 21 16:31:40 +0000 2022,-83.099288,42.3527865,R&amp;B chicken tender commercials
1517179270161846276,fakejakebrowne,Thu Apr 21 16:31:40 +0000 2022,-104.92209349999999,39.713563,I have no words for how bad it feels to get this as your final pull https://t.co/OV8TCR14tk
1517179271286083585,lee_borden,Thu Apr 21 16:31:40 +0000 2022,-86.441236,39.766555499999996,@TxPatriot4Life Is this woman on drugs?
1517179271575441411,SoFar_FLETCHed,Thu Apr 21 16:31:40 +0000 2022,-86.6807375,32.576227,I’m tryna buy her an outfit then go on a date…that’s the vibe
1517179272078712833,TMade50,Thu Apr 21 16:31:40 +0000 2022,-87.732013,41.8335845,@Jerri_Lynn25 Folks gonna learn. I have to on the daily remind folks that they are in swinging distance and not beh… https://t.co/eIyIOMXXfI
1517179273542524928,HawkAyo,Thu Apr 21 16:31:41 +0000 2022,-74.066663,40.7180015,@athman_omara Obvious Owen https://t.co/MiAmLtFelQ
1517179274410737666,_TekTweets_,Thu Apr 21 16:31:41 +0000 2022,-74.27120350000001,40.5214625,@KrunkOnCrypto Not in the concrete jungle that I live in
1517179274817687554,malysiamorae,Thu Apr 21 16:31:41 +0000 2022,-76.7415,39.261002,I want some locs or braids.
1517179275325034497,RealVickiNicole,Thu Apr 21 16:31:41 +0000 2022,-96.33933911,30.61235275,Walked 5 miles today @ Aggieland https://t.co/uYNbEVgsTb
1517179276562415618,desibyday909,Thu Apr 21 16:31:42 +0000 2022,-79.267953,43.327593,Never gets easier ... You just get better at hiding it ... Last 10 years has been brutal ... To many r.i.p's not enough see you soons
1517179276663017472,aaronsama1313,Thu Apr 21 16:31:42 +0000 2022,-118.00665699999999,33.8527355,"@KellDA Sol's out, balls out! https://t.co/ulzrjekiWp"
1517179277699133441,DeonStafford_Jr,Thu Apr 21 16:31:42 +0000 2022,-77.60468399999999,41.1179365,Can’t wait
1517179278110167041,hecallsmePP,Thu Apr 21 16:31:42 +0000 2022,-76.62048200000001,39.284712999999996,Chile….I’m finally catching up on this depp v heard case and you lost me when he accused her of taking a dump in hi… https://t.co/NmmKDhfuO8
1517179279787896832,Pollyesther34,Thu Apr 21 16:31:42 +0000 2022,-97.94828100000001,35.0329435,@katalin_pota For a season
1517179279422935042,Bobbywantsbacon,Thu Apr 21 16:31:42 +0000 2022,-75.117998,40.0048655,"@McDonalds Make Shamrock Shakes a year 'round item! ☘️After all, the name McDonald's is as Irish as it gets!… https://t.co/jTaOBRMsxH"
1517179280937136128,keepnupwquan,Thu Apr 21 16:31:43 +0000 2022,-83.804475,27.698681999999998,- I love when I trust my intuition 🦋
1517179282421919746,SZRbasketball,Thu Apr 21 16:31:43 +0000 2022,-84.433106,33.7671945,I see 👀 and hear👂 alot of pain in the game of basketball 🏀 from all levels. Keep going ‼️
1517179282501603328,REvANSIsland,Thu Apr 21 16:31:43 +0000 2022,-90.011008,29.982601,"@PFF_College What if Les Miles put in @jarrett_lee_12 on Jan 9, 2012!? https://t.co/sAR0qfY7SK"
1517179282887430145,parvatisoprano,Thu Apr 21 16:31:43 +0000 2022,-87.805669,42.187782,@IronMikey85 @pityforyourself Walking with serious purpose 😂
1517179283344543750,tmj_BHM_secure,Thu Apr 21 16:31:43 +0000 2022,-86.5444288,33.5481597,"If jobs with titles like ""Security Guard - Access Control Officer"" sound appealing to you, follow us to hear about… https://t.co/MOc5suZQiW"
1517179285928235009,Silverfox2571,Thu Apr 21 16:31:44 +0000 2022,-112.12467649999999,33.5528625,@slickwick_ttv Appreciate it man! Big things comin this year📈
1517179285907329024,Theylovestorm_,Thu Apr 21 16:31:44 +0000 2022,-84.433106,33.7671945,Hotels&gt; Air bnbs.
1517179286658043919,SunsSquad86,Thu Apr 21 16:31:44 +0000 2022,-112.12467649999999,33.5528625,"@RichReubn I mean, that’s probably where I was at before 2021 hit and then I just stopped. I never went wild with d… https://t.co/Det69IcUT0"
1517179286586740753,tmj_LAJ_sales,Thu Apr 21 16:31:44 +0000 2022,-117.2919818,33.0369867,Your New Career at 3 Day Blinds is waiting for you! Join our growing team of Design Consultants today!… https://t.co/hI6ZjRgnO6
1517179287127871488,ajaymadhavanin,Thu Apr 21 16:31:44 +0000 2022,-74.4728045,40.301896,"@lavanialicious This is pic of Guadalupe. She is equivalent of mother Mary. Just like you, full of love."
1517179287173943298,tmj_sea_art,Thu Apr 21 16:31:44 +0000 2022,-122.3354841,47.6077559,"Can you recommend anyone for this job in #Seattle, WA? https://t.co/D8auzXD7ir #InteriorDesign"
1517179287434059778,KarlaBuenger,Thu Apr 21 16:31:44 +0000 2022,-95.158936,29.668301,@EileenLovesMA @hmccdc @FoxNews How can I deny what happened to me? How can I not have this faith that I have witho… https://t.co/weOhvasm0C
1517179288851779584,batmankickshard,Thu Apr 21 16:31:44 +0000 2022,-76.81452949999999,39.1500035,@Youngre81 @atmos_usa Thanks! I did too and they fixed it almost immediately! @atmos_usa for the people!
1517179288935550985,Boobalaa1954,Thu Apr 21 16:31:44 +0000 2022,-121.8737305,37.331159,@ArmyofShadows2 Speaking of Atrophy ; Dr. https://t.co/8731OAEYW4 has deleted all the Kerry Mullis vids talking abo… https://t.co/FG1ei9RKBo
1517179289120219148,TurfPalmetto,Thu Apr 21 16:31:45 +0000 2022,-83.1738665,32.6782075,18 holes completed at Woodmont Golf and Country Club. Let’s go baby! 🔥🔥🔥🇺🇸🇺🇸🇺🇸 https://t.co/4ENAXBlDwI
1517179290001063937,Lifeofsimonee_,Thu Apr 21 16:31:45 +0000 2022,-73.63941,41.050217,Snack wraps.
1517179290055499776,Wolf6_Actual,Thu Apr 21 16:31:45 +0000 2022,-97.754724,30.323345500000002,@BootyHaver Bootz ears
1517179289845878784,GloUpElite,Thu Apr 21 16:31:45 +0000 2022,-100.0768885,31.1688935,I love @JoyTaylorTalks so much 😭😭😭. She always says something so relatable. “I’m a slow kill. I don’t immediately r… https://t.co/PNTB03fBPy
1517179290407817216,MeauliKenDoll,Thu Apr 21 16:31:45 +0000 2022,-81.238015,28.565775000000002,@b_rells Are you serious how?
1517179292442148864,BDAHT,Thu Apr 21 16:31:45 +0000 2022,-80.244984,36.087168500000004,@bowzer12465 @JoshGrahamRadio @999TheFan 😂😂😂 now I’m understanding what you were saying yesterday and now I can’t stop laughing 😂😂😂😂
1517179292102320133,JoeyShacklef0rd,Thu Apr 21 16:31:45 +0000 2022,-80.087032,42.110703,So explain the Rams landing every big name free agent under the sun?  Kelly Stafford had a rant against Michigan's… https://t.co/bWN3PIfzu0
1517179292651855873,MaleHSBaseball1,Thu Apr 21 16:31:45 +0000 2022,-85.7223455,38.195555,Varsity ⚾️:Male @ Ballard 5:00 pm tonightTicket Link:https://t.co/0pRkNqjspA
1517179292966428672,FlorenceDahl2,Thu Apr 21 16:31:45 +0000 2022,-100.247165,44.2125075,@NDSUfootball @fdome @ChristianW2017 @Bison1660 Go Bison 🤟 💯 😃 🦬
1517179293788516352,IndiaAlmighty,Thu Apr 21 16:31:46 +0000 2022,-76.62048200000001,39.284712999999996,@GI4GIA Right and now I’m curious what was said that needed to be deleted
1517179293788426242,Hillareezy,Thu Apr 21 16:31:46 +0000 2022,-81.61415,30.25974,Just posted a video @ J Turner &amp; Co. https://t.co/VBA75VQxOk
1517179295247978500,realtoddbillion,Thu Apr 21 16:31:46 +0000 2022,-117.60378299999999,34.0451585,Chargers deserve Deebo
1517179294597984258,MariMatsumotoNY,Thu Apr 21 16:31:46 +0000 2022,-73.977717,40.705597499999996,Big soft #permnentwaves 💖💖Nice to have them in the warm #Spring time to have you an amazingly soft pretty looking.🤍… https://t.co/rzAjjr7zv1
1517179295860412416,John_W_Merrill,Thu Apr 21 16:31:46 +0000 2022,-85.7682405,37.822244,"@CNNPolitics  I am running for US Senate in KY democratic primary May 17th.  Navy vet,  chemist,  machinist Progre… https://t.co/8SyrJGyt1F"
1517179296619515912,scooby_luvs_u,Thu Apr 21 16:31:46 +0000 2022,-111.8808735,33.282450499999996,@OfficialBTSM @nikkiii_x0 I just wanna smell the inside tbh. I have a thing for smells😶‍🌫️
1517179296611241984,schnoggo,Thu Apr 21 16:31:46 +0000 2022,-93.2620465,44.9706105,"Seeing emboldened anti-maskers coming out of the shadows.Checking some of their timelines, I'm dumbfounded.I don'… https://t.co/ADoXMHEBqR"
1517179296959373317,JoeDowdey1,Thu Apr 21 16:31:46 +0000 2022,-86.793917,33.5422375,@BillsCards86 Welcome to the best hobby
1517179296971907072,runitbackart,Thu Apr 21 16:31:46 +0000 2022,-98.5406515,29.417501,When it rains I listen to lil peep
1517179297039060998,Randy84772396,Thu Apr 21 16:31:46 +0000 2022,-77.60468399999999,41.1179365,"LIMITED TIME OFFER: Get 5 FREE stocks valued up to $9,600 by opening &amp; funding a #Webull brokerage account! Get sta… https://t.co/MVlEOsINum"
1517179297814958080,Kenny_McComb,Thu Apr 21 16:31:47 +0000 2022,-81.33066,35.7292895,@kristinexistin @Tinder @eHarmony @Zoosk @matchsingles Met my wife on bumble  here is how the whole thing started.… https://t.co/lq6Xzt7Rq6
1517179298943221761,John_W_Merrill,Thu Apr 21 16:31:47 +0000 2022,-85.7682405,37.822244,We are on https://t.co/9UAJg96wsv and https://t.co/M628mlT8Py Do I have to act like Green? Do I have to be in a wa… https://t.co/Q0uO697n7U
1517179299325005829,route1soccer,Thu Apr 21 16:31:47 +0000 2022,-80.134986,26.3739755,"Pretty good draws, ensuring lower league clubs representing in next round..."
1517179300801237001,Ashley_Alexxi,Thu Apr 21 16:31:47 +0000 2022,-119.2868675,36.544726,@lolfoodmax I hate this for you.
1517179300155383808,EvMcCulloch,Thu Apr 21 16:31:47 +0000 2022,-81.364788,28.615394,🌟 What should go in your next Technology Strategic Plan? Ask the students! Check out these student leaders sharing… https://t.co/MKCRpNvXZG
1517179302080569345,John_W_Merrill,Thu Apr 21 16:31:48 +0000 2022,-85.7682405,37.822244,"May 4th,  Winchester KY Chamber of Commerce political forum,  6pm, FB live  I was born 100 yards from the event sit… https://t.co/w4jwfEXbgO"
1517179302151954433,J_adroa,Thu Apr 21 16:31:48 +0000 2022,-95.44648649999999,29.838495,The way Noi wants three kids but also wants to live separately gives me whiplash #MarriedAtFirstSight
1517179302357438467,The59thBook,Thu Apr 21 16:31:48 +0000 2022,-71.0887125,42.3136695,Leave Mike Tyson alone!!
1517179303397527552,TNAForSale,Thu Apr 21 16:31:48 +0000 2022,-117.7823605,33.689732,@MMAJunkie @danhardymma @DiegoSanchezUFC Definitely won't be watching this
1517179304274243586,bluntbabe09,Thu Apr 21 16:31:48 +0000 2022,-87.732013,41.8335845,gm texts &gt;&gt; 🥹 https://t.co/39tVly4Lbl
1517179305071161344,evan_just_evan,Thu Apr 21 16:31:48 +0000 2022,-79.2725695,43.629311,@thekitze I wonder the same about Web3 devs tbh
1517179306484674562,jeffreybigmoney,Thu Apr 21 16:31:49 +0000 2022,-78.8818,42.993664499999994,Mike Tyson flies commercial?!
1517179306878943232,Matthew59294336,Thu Apr 21 16:31:49 +0000 2022,-74.1925085,41.162819999999996,@averydmerrick @RiseFallNickBck I’m fine I felt like a sequel would be too much
1517179306891517952,co98615084,Thu Apr 21 16:31:49 +0000 2022,-86.6807375,32.576227,@weaver_jes_prvt so when you gonna let me into u
1517179306945961984,Salute_Da_Swagg,Thu Apr 21 16:31:49 +0000 2022,-86.6807375,32.576227,"On the block shooting dice phone might go dead, if she keep sending text ima leave her on read"
1517179307994619910,bobbowers,Thu Apr 21 16:31:49 +0000 2022,-100.0768885,31.1688935,@juliesCamp Happy Birthday! 🎁❤️🎂
1517179307944255488,TheRealBidal,Thu Apr 21 16:31:49 +0000 2022,-81.07740749999999,46.5841815,"@managalar 2) lawyer then you become that because you're putting energy in the form of effort toward that goal. No,… https://t.co/RRTY3gyPtj"
1517179310267944961,sakaniogu,Thu Apr 21 16:31:50 +0000 2022,-77.0143985,38.898602999999994,Trump Campaign Must Pay Omarosa's $1.3 Million Legal Fees https://t.co/Y8N0r0GNHO
1517179310620172288,chamaeleonking,Thu Apr 21 16:31:50 +0000 2022,-85.7682405,37.822244,I see this everyday. Niggas clown you for calling your girl and asking if she’s hungry while you’re out with they b… https://t.co/xSd3gIUOGL
1517179312159477767,ColeJacksonFB,Thu Apr 21 16:31:50 +0000 2022,-74.9799505,45.384892,@DeCostaLacie I could roll down that bad boy real quick 😂
1517179312708866048,ASU_SuperFan,Thu Apr 21 16:31:50 +0000 2022,-117.104989,32.810012,"And with that, all remaining hope for the 2022 ASU football season has been extinguished."
1517179312876699649,saraaht_,Thu Apr 21 16:31:50 +0000 2022,-71.0887125,42.3136695,My boyfriend and his best friend both have girlfriends named Sarah and I just got assigned Shrek Sarah. Kill me now
1517179312994230272,GK_Ventures,Thu Apr 21 16:31:50 +0000 2022,-80.2333285,25.7823535,Call out to my #smarthome friends =&gt;80% of #EV charging happens at home
1517179313963028481,brianorr15,Thu Apr 21 16:31:50 +0000 2022,-83.034363,42.669887,@EdHayden198 @MsMindyOrr Yes sir!!!!!!
1517179315087155200,brigitte_huard,Thu Apr 21 16:31:51 +0000 2022,-79.9135205,43.2606955,I can't stop thinking about this.
1517179315015794688,ronnyj817,Thu Apr 21 16:31:51 +0000 2022,-97.28591349999999,32.7799665,Netflix bouta be the new Blockbuster
1517179314965553153,DrakeBSocold,Thu Apr 21 16:31:51 +0000 2022,-100.0768885,31.1688935,@alxvle @joshvigiI @Brandon_Torres5 @bigbanggthierry @JasonIsBasic @_KIKE94 @thicgirlslayer @Thunder_Up35 @AyeYoRoo… https://t.co/Vo6gZcvNsZ
1517179315166728198,BreezyxSupreme,Thu Apr 21 16:31:51 +0000 2022,-118.4119065,34.0207895,Everybody vote for my boy please 🙏🏾 he deserve it for sure
1517179315649142784,Washing4Hampton,Thu Apr 21 16:31:51 +0000 2022,-93.666378,32.5246725,@FlirtyAlana I would give your butt a munching you would never forget. I'll bet your pure fragrance.
1517179316081242113,therockstarcat,Thu Apr 21 16:31:51 +0000 2022,-80.09317999999999,26.4561475,@6MCDarkStar oh wow thanks!!! 🧡
1517179316727132161,JGHerrera23,Thu Apr 21 16:31:51 +0000 2022,-100.0768885,31.1688935,Yay!!!! Congratulations @vasquezSTEM
1517179317415026689,_SippiBoy99,Thu Apr 21 16:31:51 +0000 2022,-84.3552075,33.6178565,@atlfootboi Correct.
1517179317800869889,RoiskyRoyce,Thu Apr 21 16:31:51 +0000 2022,-82.62793500000001,34.529189,Help??? https://t.co/mUBlvL5ZF4
1517179318505394188,Grams28127257,Thu Apr 21 16:31:52 +0000 2022,-112.283112,33.615955,That's funny 🤣
1517179319172440065,likeamywithanR,Thu Apr 21 16:31:52 +0000 2022,-77.0143985,38.898602999999994,this is the bad place
1517179321026330624,Vannah_2x,Thu Apr 21 16:31:52 +0000 2022,-81.705467,41.495939500000006,London is definitely on my bucket list 😩🥰❤️
1517179322326568962,ABJayhawk,Thu Apr 21 16:31:52 +0000 2022,-94.628608,38.915593,"@SevenMealNeil @ArrowheadLive Have any players ever ""tore it up"" in the SEC and not been a top flight player in the… https://t.co/LMpAOMNCRe"
1517179321730965504,spencehausen96,Thu Apr 21 16:31:52 +0000 2022,-73.85685799999999,41.035301000000004,"Tonight’s the night! My first concert since August 2019. Also, my 50th concert. Gonna be an amazing night!… https://t.co/agGr1uAmO3"
1517179323618316288,TheAriaCarson,Thu Apr 21 16:31:53 +0000 2022,-122.42401404,48.42791057,Damn girl where’d you get all them TULIPS? 🌷 @ Tulip Town https://t.co/fXRRRVEWsy
1517179323261898752,SeasonedN,Thu Apr 21 16:31:53 +0000 2022,-95.44648649999999,29.838495,Glory to GOD!!! 💖🙌🏽 https://t.co/gO9IdgSbj0
1517179324578746373,tmj_VAW_it,Thu Apr 21 16:31:53 +0000 2022,-77.4310992,38.8942786,"We're hiring in #Chantilly, VA! Click the link in our bio to apply to this job and more: Software Developer at SAIC #DevDiscuss"
1517179324666949635,JulieMoOnTheGo,Thu Apr 21 16:31:53 +0000 2022,-78.328113,44.3147895,@googlyness Even able-passing are having a tough time getting work that will pay their bills and make a few accommo… https://t.co/OpTrGNunoh
1517179324952039424,tmj_NY_finance,Thu Apr 21 16:31:53 +0000 2022,-73.7144477,41.0400135,"Have you ever had a role like ""Vice President, Mergers and Acquisitions, Corporate Development""? What did you like… https://t.co/qOVyacIfR5"
